global_id,ObjectName,AdmArea,District,Address,Photo,Email,WebSite,HelpPhone,Longitude,Latitude
478325588,Московский центр боевых искусств,Южный административный округ,район Чертаново Северное,"Варшавское шоссе, дом 118, корпус 1",d8128715-e504-4402-b166-73656417306c,mcbi@mossport.ru,mcbi.mossport.ru,(495) 640-09-96,37.617930006,55.631597456
478326167,Фитнес-клуб «Ворлд класс Метрополис»,Северный административный округ,Войковский район,"Ленинградское шоссе, дом 16А, строение 8",b8a14c8c-c975-4725-be47-762ae47ae795,nefedova@wclass.ru,www.worldclass.ru/clubs/metropolis/detail,(495) 135-11-49,37.495875165,55.823453581
478327945,Государственное бюджетное учреждение города Москвы Центр досуга и спорта «Сказка» отделение Сокол,Северный административный округ,район Сокол,"улица Сальвадора Альенде, дом 3",d0862d47-2885-419a-a788-ceab75e5d723,sdc@mossokol.ru,,(499) 157-12-38,37.510144615,55.795816
478331736,Клуб айкидо «Дайвадо»,Северный административный округ,район Аэропорт,"улица Черняховского, дом 16, строение 2",385cf1cc-2474-4ffe-9753-eaa2280b0a1f,info@daiwado.ru,www.daiwado.ru,(905) 565-66-80,37.521783962,55.808857289
478332723,Центр спорта и досуга «Атлант» СП «Ясенево»,Юго-Западный административный округ,район Ясенево,"Литовский бульвар, дом 11, корпус 2",6d0709c4-809e-4aa2-89ee-58d2e834548c,mu-atlant@mail.ru,atlant.mos.ru,(495) 425-02-11,37.54176051,55.613551452
478333759,Автономная некоммерческая организация «Центр культуры Хорошевский»,Северный административный округ,Хорошёвский район,"Хорошёвское шоссе, дом 52, корпус 2",d3abcf7d-bc7e-419d-8d94-bac69cd361cb,9415425@mail.ru,horoshevskiy-deti.ru,(495) 941-54-25,37.532837318,55.776840647
478337146,Фитнес-клуб «Вайлд»,Северный административный округ,район Ховрино,"Фестивальная улица, дом 53А",0948fd22-21b6-4219-bfae-21341bd3c1ed,wildsport@mail.ru,www.wildathletic.ru,(495) 961-42-42,37.495306861,55.86078298
478341526,Спортивный клуб «Дикая слива»,Северный административный округ,Войковский район,"Головинское шоссе, дом 8Б, строение 1",ae4d8ed9-ef89-47c0-999b-666112c50a02,podkova-56@mail.ru,www.extrimkunfu.ru/kl1.html,(495) 708-08-73,37.489851951,55.836651585
478342787,Спортивный комплекс «Есенинский»,Юго-Восточный административный округ,район Кузьминки,"Есенинский бульвар, дом 9, корпус 2",44e0581c-48d3-4b9f-a598-3fe0736c43cd,vostok@mossport.ru,vostok.mossport.ru,(499) 175-54-12,37.781059007,55.701220468
478346859,Спортивный комплекс «Есенинский»,Юго-Восточный административный округ,район Кузьминки,"Есенинский бульвар, дом 9, корпус 2",34ca9481-e68c-442b-929b-9ee4eede5c78,vostok@mossport.ru,vostok.mossport.ru,(499) 175-54-12,37.780857841,55.701012956
478349483,Досуговый центр «Союз-каратэ-до»,Северный административный округ,Дмитровский район,"Клязьминская улица, дом 9, корпус 2",cd54d08e-c103-4ae8-8a20-16e2b6f27d3c,daokarate@mail.ru,sk-ramenki.ru,(495) 486-72-00,37.524363,55.890719
478349765,Спортивный комплекс «На Таганке»,Центральный административный округ,Таганский район,"Рабочая улица, дом 30, строение 3",f1ed8d1f-a8b3-49a5-8817-13d79e9621d4,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.684205057,55.742555831
478352849,Московский центр боевых искусств,Южный административный округ,район Чертаново Северное,"Варшавское шоссе, дом 118, корпус 1",82cbe54d-fc3c-4788-8725-7e890f50ce97,mcbi@mossport.ru,mcbi.mossport.ru,(495) 640-09-96,37.61781442,55.631696316
478354604,Спортивный клуб «Дикая слива»,Северный административный округ,Войковский район,"Головинское шоссе, дом 8Б, строение 1",377eb612-16c2-4d7b-8c3c-42f89baf0717,podkova-56@mail.ru,www.extrimkunfu.ru/kl1.html,(495) 708-08-73,37.489809036,55.836875776
478356905,Спортивный комплекс «На Таганке»,Центральный административный округ,Таганский район,"Рабочая улица, дом 30, строение 3",d59af32c-e7bb-4eaa-be74-1aa14405b25c,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.684085699,55.742374262
478357881,Спортивный комплекс «Есенинский»,Юго-Восточный административный округ,район Кузьминки,"Есенинский бульвар, дом 9, корпус 2",31ec21c2-c815-40a7-bd4d-f755e812fb3d,vostok@mossport.ru,vostok.mossport.ru,(499) 175-54-12,37.781118016,55.701323466
478365108,Центр досуга и спорта «Сказка» Сокол,Северный административный округ,район Сокол,"3-я Песчаная улица, дом 5, корпус 3",746caeb6-5f6d-45e3-b723-e845c604f96b,sdc@mossokol.ru,sdcsokol.ru,(495) 157-12-38,37.513618358,55.794075268
478366079,Досуговый центр «Союз-каратэ-до»,Северный административный округ,Дмитровский район,"Клязьминская улица, дом 9, корпус 2",d3431487-4cbb-4920-be02-52397a196f7e,daokarate@mail.ru,sk-ramenki.ru,(495) 486-72-00,37.524352544,55.890597173
478378093,Спортивный комплекс «Изумрудный»,Юго-Западный административный округ,район Южное Бутово,"Южнобутовская улица, дом 96",1b47e8ec-da06-45a2-985d-78e239032abe,mso@mos.ru,mso.mossport.ru/,(495) 681-01-48,37.511708251,55.531711363
478402332,Спортивный комплекс «Есенинский»,Юго-Восточный административный округ,район Кузьминки,"Есенинский бульвар, дом 9, корпус 2",8d8c1a28-3707-4709-8386-aea6f2273400,vostok@mossport.ru,vostok.mossport.ru,(499) 175-54-12,37.781218014,55.701012645
478683579,Фитнес-клуб «Джангл профешионал фитнес»,Северный административный округ,Дмитровский район,"Ижорский проезд, дом 17",b19deb9e-ac0c-4998-bf51-4820b8f46ba1,info@junglefitness.ru,junglefitness.ru,(800) 222-56-42,37.516446663,55.888540134
478704954,Физкультурно-оздоровительный комплекс Московской волейбольной академии на 1-ой ул. Машиностроения,Юго-Восточный административный округ,Южнопортовый район,"1-я улица Машиностроения, дом 16",5fe54504-9ae2-4269-8931-31e04febd339,mva@mossport.ru,mva.mossport.ru,(495) 675-40-97,37.673650473,55.714615963
478713644,Центр «Сказка»,Северный административный округ,район Аэропорт,"улица 8 Марта, дом 9",6aef43d5-cdb7-4d71-ac92-df889bdcd858,sportaeroport2012@yandex.ru,vk.com/gbuorbita,(499) 152-56-44,37.549816465,55.802762906
478782363,Спортивный клуб «Новое поколение»,Северо-Восточный административный округ,Бутырский район,"улица Руставели, дом 12/7, корпус Б",2cbee3f0-72a3-4f4e-b81a-1193c92b6ccc,sk_novoe_pokolenie@mail.ru,www.нов-пок.рф,(495) 619-41-87,37.591113805,55.811339357
478783319,Спортивно-досуговый центр «Лотос»,Западный административный округ,район Внуково,"Аэрофлотская улица, дом 7",0831eddc-68e0-4750-ab31-a78a7f1fcf7a,cpplotos@mail.ru,gbulotos.ru,(495) 736-23-90,37.292625518,55.612419803
478784791,Фитнес-клуб «Арт спорт»,Северный административный округ,район Западное Дегунино,"Ангарская улица, дом 24А",e14425da-72db-4adf-87fa-bf1d76cf9625,sale@artfitness.ru,artfitness.ru,(499) 110-41-56,37.519467317,55.876302959
478786771,Учебно-спортивный комплекс «Искра»,Северо-Восточный административный округ,район Ростокино,"Сельскохозяйственная улица, дом 26, строение 6",839d7f22-befb-4ba7-9110-7271426d57a0,info@iskra-sport.ru,iskra-sport.ru,(499) 181-36-14,37.639514363,55.838635998
478787712,Учебно-спортивный комплекс «Искра»,Северо-Восточный административный округ,район Ростокино,"Сельскохозяйственная улица, дом 26, строение 6",de03aae2-db92-4cd6-b9d1-88ce8b9565de,info@iskra-sport.ru,iskra-sport.ru,(499) 181-36-14,37.639437,55.83892
478797712,Фитнес-клуб «Фит Клаб»,Северный административный округ,район Западное Дегунино,"улица Ивана Сусанина, дом 10А",cbb18174-328a-4e2b-82ca-0ae4afa7fb76,sales@fitclub-moscow.ru,fitclub-moscow.ru,(495) 186-26-94,37.540497,55.862595
478798707,Спортивный комплекс «Дельфин» (физкультурно-оздоровительный комплекс на ул. 2-й Вольской),Юго-Восточный административный округ,район Некрасовка,"2-я Вольская улица, дом 16, корпус 2",4f0bcd76-5633-40ea-a1af-4fb7c0ea4837,vostok@mossport.ru,vostok.mossport.ru,(495) 706-75-49,37.922648273,55.68549627
478813558,Фитнес-клуб «Голдс Джим Динамо»,Северный административный округ,район Беговой,"Ленинградский проспект, дом 29, корпус 3",f627c73c-dbca-44bd-9e89-e096b78ddf6f,goldsgym@co.ru,www.goldsgym.ru/fitnes-kluby-moskvy/metro-dinamo,(495) 126-93-62,37.562470879,55.78398671
478819671,Фитнес-клуб «Голдс Джим Динамо»,Северный административный округ,район Беговой,"Ленинградский проспект, дом 29, корпус 3",908c0c26-ffbf-438b-9167-5c0644cb1b8a,goldsgym@co.ru,www.goldsgym.ru/fitnes-kluby-moskvy/metro-dinamo,(495) 126-93-62,37.562304582,55.783906603
478820085,Фитнес-клуб «Голдс Джим Динамо»,Северный административный округ,район Беговой,"Ленинградский проспект, дом 29, корпус 3",0f0d64e7-65aa-427c-9d2a-e8f774119c95,goldsgym@co.ru,www.goldsgym.ru/fitnes-kluby-moskvy/metro-dinamo,(495) 126-93-62,37.561891522,55.783950435
478828182,Фитнес-клуб «Ворлд Класс Триумф»,Северный административный округ,Хорошёвский район,"Чапаевский переулок, дом 3",5c1c20ad-41ec-4b78-8568-87412d5ad1b9,wclass@wclass.ru,special.worldclass.ru,(495) 135-11-49,37.520809953,55.798452483
478831879,Фитнес-клуб «Арт спорт»,Северный административный округ,район Западное Дегунино,"Ангарская улица, дом 24А",636579e8-f690-4439-969e-f5a9a8851446,sale@artfitness.ru,artfitness.ru,(499) 110-41-56,37.519284927,55.876352718
478832740,Досуговый центр «Преображенец»,Восточный административный округ,район Преображенское,"2-я Пугачёвская улица, дом 10, корпус 1",1d802960-29d2-43ef-bd9f-2aecae76b0c1,preobrazhenez@list.ru,www.preobrazhenec.ru,(499) 161-93-92,37.728835964,55.793421263
478833199,Досуговый центр «ГБУ г. Москвы «МЦ «Галактика»,Западный административный округ,район Филёвский Парк,"Кастанаевская улица, дом 24",5ebbbb6d-6062-434c-82e0-7492e32677e0,gbu-mcgalaktika@pzao.mos.ru,mcgalaktika.ru/,(499) 142-28-38,37.489945494,55.738527158
478860764,Физкультурно-досуговый центр «Гармония»,Северный административный округ,Савёловский район,"улица Юннатов, дом 17, корпус 2",79d9bef6-916a-455e-992e-9f053c491789,KostryginaEV@pnao.mos.ru,,(495) 611-56-90,37.557624313,55.802956149
478863367,Досуговый центр «Мастер-класс»,Центральный административный округ,район Хамовники,"Фрунзенская набережная, дом 10",dac5bcfa-0948-4e50-8cf3-531145919a67,ur_hamovn@mos.ru,hamovniki.mos.ru,(903) 120-20-82,37.594644333,55.732825746
478864559,ГБУ Центр «Сказка» филиал Радуга,Северный административный округ,Дмитровский район,"Клязьминская улица, дом 36",81e0d1a5-c360-494f-8bfa-7eb98afff14e,sdc-raduga@yandex.ru,dmitrovskiy.mos.ru/,(495) 485-75-63,37.530038353,55.897166654
478866897,Спортивный комплекс «Центральный» (Товарищеский переулок),Центральный административный округ,Таганский район,"Товарищеский переулок, дом 25, строение 1",02f8021e-9cab-48bc-9f5f-78a35abea64e,mgfso@mossport.ru,mgfso.mossport.ru,(499) 242-84-44,37.666291202,55.744105275
478877078,Военно-патриотический клуб «Спецназ 21»,Северо-Восточный административный округ,район Бибирево,"Алтуфьевское шоссе, дом 102, корпус 2, строение 1",214e5db8-ca27-40ce-943e-77cee69a10e9,lamsh@mail.ru,www.specnaz21.ru,(495) 900-02-60,37.591278802,55.904832669
478877814,Колледж физической культуры и спорта «Спарта»,Западный административный округ,район Кунцево,"улица Маршала Тимошенко, дом 36, корпус 2",988589b9-2fe6-4806-8325-6bb634dafd43,sparta@mossport.ru,sparta.mossport.ru,(499) 141-90-22,37.401354155,55.747574746
478880130,Детско-юношеский клуб каратэ «Маяк»,Северо-Восточный административный округ,район Отрадное,"Алтуфьевское шоссе, дом 34, корпус 2",074c2f20-ebfe-4063-bdda-07f0466f22cf,clubmayak@yandex.ru,www.mayak-dojo.ru/about,(499) 904-01-81,37.589246588,55.868080994
478885354,Спортивный комплекс «Вороново»,Троицкий административный округ,поселение Вороновское,"поселение Вороновское, посёлок ЛМС, микрорайон ""Центральный"", дом 40, строение 1",0e2a1ead-7838-4031-9f2d-c292f1e22b3b,skvoronovo@mail.ru,skvoronovo.ru/,(495) 592-47-76,37.181774216,55.312707839
478885649,Спортивный комплекс с бассейном «На Ереванской»,Южный административный округ,район Царицыно,"Ереванская улица, дом 20, корпус 2, строение 1",fac7e157-ea57-4f74-a608-0725389bdfca,yug@mossport.ru,yug.mossport.ru/,(499) 613-94-76,37.673654959,55.628634435
478887122,Досуговый центр «Клуб модельных видов спорта г. Москвы ДОСААФ России»,Северный административный округ,Войковский район,"улица Адмирала Макарова, дом 4, строение 2",1acaaf76-db99-4175-b0e2-53ad9d4fb31f,momrtsh@yandex.ru,momrtsh-dosaaf.com/your-details,(926) 236-48-99,37.493569,55.833031
478887709,Спортивный комплекс «Дельфин» (физкультурно-оздоровительный комплекс на ул. Некрасовской),Юго-Восточный административный округ,район Некрасовка,"Некрасовская улица, дом 8",b7d988b2-edfa-48c8-ae40-c56f694f8101,vostok@mossport.ru,vostok.mossport.ru,(499) 211-20-61,37.925908238,55.680419262
478888929,Фитнес-клуб «Х-Фит Флотская»,Северный административный округ,район Левобережный,"Флотская улица, дом 5, корпус Б",23f3ff8a-b0c3-4234-847a-076bcaab8c0f,mfsmanager@xfit.ru,flotskaja.xfit.ru,(495) 748-16-44,37.491688155,55.851868183
478890061,МЦ Галактика филиал центра «Центр досуга и творчества «Огонек»,Западный административный округ,район Фили-Давыдково,"улица Герасима Курина, дом 44, корпус 1",f8f084d7-6414-4913-824a-5bf2c5c8bc25,ogonek-8@yandex.ru,ogonek.msk.ru,(499) 144-55-19,37.461605712,55.730862059
478892605,Спортивный комплекс с бассейном «На Ереванской»,Южный административный округ,район Царицыно,"Ереванская улица, дом 20, корпус 2, строение 1",0f4be200-857c-4b11-a7c9-f94ddf6f3097,yug@mossport.ru,yug.mossport.ru/,(499) 613-94-76,37.673386738,55.628725485
478893129,Центр единоборств «Борец»,Западный административный округ,район Ново-Переделкино,"Боровское шоссе, дом 37, корпус 1",e5478b2f-89e6-471d-9f1e-3b434983d839,zapad@mossport.ru,zapad.mossport.ru,(495) 733-57-67,37.359433819,55.639542825
478893522,Колледж физической культуры и спорта «Спарта»,Западный административный округ,район Кунцево,"улица Маршала Тимошенко, дом 36, корпус 2",adb29d81-b8fb-454f-a91f-747973964dc8,sparta@mossport.ru,sparta.mossport.ru,(499) 141-90-22,37.402241966,55.747683673
478893694,Муниципальное бюджетное учреждение досуговый центр «Родник»,Северный административный округ,Головинский район,"Солнечногорская улица, дом 17",cde90952-09dd-42a4-83f0-49d88ea51c68,nashegolovino@mail.ru,www.наше-головино.рф/index.php/ru/,(495) 456-40-04,37.519667336,55.861801788
478894192,Спортивный комплекс «Сокол»,Северный административный округ,район Сокол,"Волоколамское шоссе, дом 12",5a663bd1-030d-4659-9c99-0d53b3a5ab07,sever@mossport.ru,sever.mossport.ru,(499) 158-58-01,37.495530341,55.809443897
478895618,Спортивный комплекс «Дельфин» (физкультурно-оздоровительный комплекс на ул. Некрасовской),Юго-Восточный административный округ,район Некрасовка,"Некрасовская улица, дом 8",eb2fe9a8-b4f5-499c-83f9-158bdebf963a,vostok@mossport.ru,vostok.mossport.ru,(499) 211-20-61,37.925709755,55.680429871
478895716,Автономная Некоммерческая Организация студия спортивно-бальных танцев клуб «Снежинка»,Северный административный округ,Войковский район,"2-й Новоподмосковный переулок, дом 3",1818b172-456b-4693-ac79-358021a7456f,pinerose@mail.ru,voykovsky.mos.ru/dispute/infrastructure/gbu-or-mbu-ngos,(499) 159-21-33,37.509521708,55.817758748
478900391,Фитнес-клуб «Клуб 33»,Южный административный округ,район Москворечье-Сабурово,"Каширское шоссе, дом 57, корпус 5",a69930fd-1bca-4e1f-bdd9-d930cf21b64e,fitclub33-@mail.ru,vk.com/saburovoclub33,(495) 344-67-13,37.697816932,55.637639725
478902505,Центр культуры «Хорошевский»,Северный административный округ,Хорошёвский район,"улица Куусинена, дом 7, корпус 1",0dd7fbf3-8045-4013-bf10-d4b16f535b2e,9415425@mail.ru,www.9415425.ru,(495) 941-54-25,37.515315908,55.780183435
478903010,Спортивный комплекс «Коптево»,Северный административный округ,район Коптево,"бульвар Матроса Железняка, дом 22, строение 1",39fc0608-bb71-4ee9-96b3-8069e8a5af89,sever@mossport.ru,sever.mossport.ru,(499) 154-55-20,37.529617699,55.83269423
478903308,"Досуговый центр «Кентавр», филиал «Лосинка»",Северо-Восточный административный округ,Лосиноостровский район,"Стартовая улица, дом 7",14a9fb5b-dc07-472e-afd2-8ef79ca6c759,sdc-kentavr@svao.mos.ru,gbukentavr.ru,(499) 181-87-10,37.704283136,55.886640074
478903459,Многофункциональный спортивный комплекс «Динамо»,Северный административный округ,Войковский район,"Ленинградское шоссе, дом 39, строение 53",9908ac9a-266c-4e68-8ca0-14a2335e9ecd,info@vodnydynamo.ru,www.vodnydynamo.ru,(495) 981-60-71,37.47930246,55.837382993
478904576,Дворец спорта «Квант»,Троицкий административный округ,поселение Троицк,"городской округ Троицк, город Троицк, Октябрьский проспект, дом 16Б",bb312f76-a323-4a3d-96ba-31740212bd03,ooo-kvantsport@mail.ru,ds-kvant.ru/,(495) 840-65-51,37.299343724,55.477474428
478905068,Спортивный зал жилищника р-на Левобережный на ул.Беломорская,Северный административный округ,район Левобережный,"Беломорская улица, дом 10, корпус 3",4c97c837-4b9b-4223-bdb6-a9ae2939a8e4,artostroverh@mail.ru,levoberezhny.mos.ru,(495) 456-10-01,37.471605725,55.860152143
478906625,Учреждение культурно-досугового типа «Клуб Ломоносовец»,Юго-Западный административный округ,Ломоносовский район,"проспект Вернадского, дом 27, корпус 1",98bbb0ad-e737-455e-a5b5-603fd7e57bb0,al-mega@yandex.ru,almega.mos.ru,(499) 131-10-88,37.519252,55.680869
478908154,Спортивный комплекс «Союз»,Юго-Западный административный округ,район Тёплый Стан,"улица Тёплый Стан, дом 9, корпус 9",16acc888-c5a1-475b-b23b-98de5ce407b1,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.492783864,55.618753609
478910195,Учреждение культурно-досугового типа «Клуб Ломоносовец»,Юго-Западный административный округ,Ломоносовский район,"проспект Вернадского, дом 27, корпус 1",a5322d8e-4f8b-41aa-a777-4d0dcd9234d1,al-mega@yandex.ru,almega.mos.ru,(499) 131-10-88,37.519252,55.680869
478912948,Спортивный комплекс «Коптево»,Северный административный округ,район Коптево,"бульвар Матроса Железняка, дом 22, строение 1",09750d1c-070b-4524-bc97-30b8d517d265,sever@mossport.ru,sever.mossport.ru,(499) 154-55-20,37.529282545,55.832898144
478913072,Фитнес-клуб «Х-Фит Отрадное»,Северо-Восточный административный округ,район Отрадное,"Отрадная улица, дом 8",1444432d-a9c4-44f0-83d0-b0b90522781e,orb-manager@xfit.ru,www.xfit.ru/club/moskva/orbita/,(926) 470-75-91,37.608374178,55.857105432
478913840,Спортивный комплекс «Союз»,Юго-Западный административный округ,район Тёплый Стан,"улица Тёплый Стан, дом 9, корпус 9",8b05ea19-321e-4284-8b25-f755880d3297,mso@mos.ru,mso.mossport.ru,(495) 681-01-48,37.493113776,55.618689099
478915044,Фитнес-клуб «Парислайф» Лобненская,Северный административный округ,Дмитровский район,"Лобненская улица, дом 4А",0a85e8ff-5fbd-43cd-973c-c4d93e9a9a68,lobnenskaya@parislife.ru,parislife.ru/fitnes-lobnenskaya,(499) 649-48-19,37.539376872,55.889987505
478915411,Клуб боевых искусств «Атлант»,Южный административный округ,район Нагатино-Садовники,"Каширский проезд, дом 9, корпус 1, строение 2",8e467419-114a-4791-8bb7-3130d744a66b,info@gbuns.ru,gbuns.kvado.ru,(499) 614-81-96,37.624651,55.65851
478916401,Спортивный клуб «Кампус»,Северный административный округ,Хорошёвский район,"2-я Магистральная улица, дом 16, строение 1",9065d5ce-8a51-4227-82ca-ac24347486bd,zalcampus@gmail.com,sportcampus.ru,(495) 129-17-77,37.529938902,55.762706165
478918229,Фитнес-клуб «Космос»,Северо-Восточный административный округ,Алексеевский район,"проспект Мира, дом 150",2d1ba193-fe01-47bd-b592-c4113346e38c,kosmos-fitness@yandex.ru,www.cosmos-fitness.ru,(499) 938-61-65,37.647016228,55.822371883
478919900,Клуб семейной культуры «Искра»,Северный административный округ,район Восточное Дегунино,"Керамический проезд, дом 55, корпус 1",1ec893d2-a687-4d1f-a394-00444b050a4f,KLUB-ISKRA@MAIL.RU,iskracenter.ru,(915) 409-49-00,37.566503332,55.877768927
478919919,Физкультурно-оздоровительный комплекс ЦСиО «Самбо-70» отделение «Севастопольский»,Юго-Западный административный округ,район Черёмушки,"Новочерёмушкинская улица, дом 64, корпус 4",504bf164-d753-4acb-be5d-3ff84f96b743,sambo70@mossport.ru,sambo70.mossport.ru,(495) 331-39-00,37.55812153,55.664385711
478921066,Спортивно-досуговый центр «Алексеевский»,Северо-Восточный административный округ,Алексеевский район,"проспект Мира, дом 108",3da2aee4-85e5-414b-ad65-82756f606e25,sdc-kentavr@svao.mos.ru,gbukentavr.ru/,(495) 066-36-93,37.637744926,55.804446296
478923901,Многофункциональный спортивный комплекс «Динамо»,Северный административный округ,Войковский район,"Ленинградское шоссе, дом 39, строение 53",b9686d0c-b601-45e7-84f6-f822340469f6,info@vodnydynamo.ru,www.vodnydynamo.ru,(495) 981-60-71,37.479608231,55.837272808
478924251,Фитнес-клуб «Алекс фитнес» Коломенское,Южный административный округ,район Нагатино-Садовники,"проспект Андропова, дом 22",8bd69677-833b-446f-a513-30b71c9e8f1b,alexfitness@yandex.ru,msk.alexfitness.ru/kolomenskoe,(499) 226-17-56,37.661341,55.682597
478924547,Спортивно-досуговый центр «Алексеевский»,Северо-Восточный административный округ,Алексеевский район,"проспект Мира, дом 108",2465305c-e9d7-4511-bf8a-714f71453e55,sdc-kentavr@svao.mos.ru,gbukentavr.ru/,(495) 066-36-93,37.637708716,55.804449884
478925473,Фитнес-клуб «Ленин»,Северный административный округ,Головинский район,"Ленинградское шоссе, дом 47",214bb4dd-92c0-4a37-a59d-e5901d8e17ee,info@fitnes.fit,fitnes.fit/,(980) 697-66-87,37.476022584,55.845479803
478925774,Досуговый центр «Крылья»,Северо-Западный административный округ,район Митино,"Уваровский переулок, дом 12",33c83f6d-f454-4a4e-a507-eb97ba547054,fortuna-mitino@yandex.ru,mitino.mos.ru,(495) 759-60-00,37.350764295,55.826936994
478926660,Фитнес-клуб «Космос»,Северо-Восточный административный округ,Алексеевский район,"проспект Мира, дом 150",a26b0720-0621-4c20-9f95-a3aa641414cc,kosmos-fitness@yandex.ru,www.cosmos-fitness.ru,(499) 938-61-65,37.647021593,55.82238638
478926963,Спортивный комплекс «Сокол»,Северный административный округ,район Сокол,"Волоколамское шоссе, дом 12",b5feb327-f770-4aac-a198-9c5f108ff6d6,sever@mossport.ru,sever.mossport.ru,(499) 158-58-01,37.496196253,55.809345968
478927256,Фитнес-клуб «Ледис»,Северный административный округ,район Восточное Дегунино,"Дубнинская улица, дом 26А",5f1795db-7dc1-48f3-9954-23eeb9360c42,505-0000@mail.ru,www.fam-ladys.ru,(499) 900-03-05,37.558906783,55.874212522
478927767,Спортивный комплекс «Сокол»,Северный административный округ,район Сокол,"Волоколамское шоссе, дом 12",464ebd39-9533-4caf-8c9c-a31874fe50f0,sever@mossport.ru,sever.mossport.ru,(499) 158-58-01,37.495988999,55.809305033
478929068,Спортивно-досуговый центр «Вдохновение»,Центральный административный округ,район Замоскворечье,"Дубнинская улица, дом 6А",2d662708-7d65-457a-a6d8-e7aa6742218a,MorozovOA1@pnao.mos.ru,,(499) 480-74-22,37.635591055,55.72669975
478930333,Досугово-спортивный центр «Мир Молодых»,Южный административный округ,Донской район,"1-й Рощинский проезд, дом 4, корпус 1",c47c8bc0-b659-46f3-85ee-fea9aa63e099,mirmolodih2022@mail.ru,mir-molodih.ru/sveden/employees/strukturnye-podrazdeleniya.php,(495) 340-01-01,37.605598,55.710053
478931050,Досуговый центр «Центр досуга и спорта «Юность»,Северо-Восточный административный округ,район Отрадное,"Северный бульвар, дом 3, корпус 1",9ca60f42-b444-417a-93a1-c81f60d8419b,diapazon1@mail.ru,yunost-otradnoe.vsite.pro,(499) 202-21-31,37.604773235,55.866072649
478931083,Фитнес-клуб «Алекс фитнес» Коломенское,Южный административный округ,район Нагатино-Садовники,"проспект Андропова, дом 22",895ffdb3-52f5-4796-a634-168edd945c19,alexfitness@yandex.ru,msk.alexfitness.ru/kolomenskoe,(499) 226-17-56,37.661341,55.682597
478935666,Спортивный комплекс «Сокол»,Северный административный округ,район Сокол,"Волоколамское шоссе, дом 12",c2db502f-a7f8-402a-a54f-83930eb18bd4,sever@mossport.ru,sever.mossport.ru,(499) 158-58-01,37.495586667,55.809409083
478935858,Фитнес-клуб «Алекс фитнес» Коломенское,Южный административный округ,район Нагатино-Садовники,"проспект Андропова, дом 22",3ca5bbfe-26ca-4ccb-9376-96537a95a59c,alexfitness@yandex.ru,msk.alexfitness.ru/kolomenskoe,(499) 226-17-56,37.661341,55.682597
478935932,Досуговый центр «Крылья»,Северо-Западный административный округ,район Митино,"Пятницкое шоссе, дом 6, корпус 3",2bb174e5-218c-489c-b3a9-9e8a1ad97cce,fortuna-mitino@yandex.ru,mitino.mos.ru,(495) 759-60-00,37.390449638,55.837716838
478938261,Спортивный комплекс «Коптево»,Северный административный округ,район Коптево,"бульвар Матроса Железняка, дом 22, строение 1",58b05a18-9302-43bd-859a-0e899e91a64b,sever@mossport.ru,sever.mossport.ru,(499) 154-55-20,37.529473298,55.832841679
478938830,Центр досуга и спорта «Сказка» Бескудниково,Северный административный округ,Бескудниковский район,"Бескудниковский бульвар, дом 52А",7625f13a-1b85-4469-bac1-3b9c7e909f7e,istok-b@mail.ru,beskudnikovo.mos.ru,(495) 483-83-09,37.537593629,55.874279323
478939547,Стадион «Автомобилист»,Северный административный округ,Савёловский район,"Вятская улица, дом 41",f4596851-6deb-431a-870f-5aa7d17f6cff,mfa@mossport.ru,mfa.mossport.ru,(495) 685-81-67,37.576745328,55.800364631
478940024,Фитнес-клуб «Практика»,Северный административный округ,район Аэропорт,"Красноармейская улица, дом 11, корпус 2",d838af00-348f-4ff7-932e-85c27a0fb5c1,director@fitnes.ru,praktika-dinamo.ru/?ysclid=l9pk1qzle3142053623,(495) 481-88-44,37.543239508,55.799561714
478950564,Филиал «Хорошевка» ГБУ Центр «Сказка»,Северный административный округ,Хорошёвский район,"улица Острякова, дом 6",2d5f7d36-cb1c-451e-8e45-c8bd47833f5c,horoshevka13@bk.ru,vk.com/gbu_horoshevka,(495) 940-25-89,37.526110167,55.799885767
478952200,Автономная некоммерческая организация Спортивный клуб «Ровесник-Спорт»,Северный административный округ,Войковский район,"улица Адмирала Макарова, дом 37, корпус 2",075913da-2d6c-4274-b24d-5ba4c4bec684,info@rovesniksport.ru,voykovsky.mos.ru/dispute/infrastructure/gbu-or-mbu-ngos/,(499) 156-14-83,37.487104425,55.836732023
478957094,Автономная некоммерческая организация Спортивный клуб «Ровесник-Спорт»,Северный административный округ,Войковский район,"улица Адмирала Макарова, дом 37, корпус 2",fcf379fc-5fec-40c3-9aa6-d3f217fcd539,info@rovesniksport.ru,voykovsky.mos.ru/dispute/infrastructure/gbu-or-mbu-ngos/,(499) 156-14-83,37.487104425,55.836732023
478960257,Спортивный комплекс «Коптево»,Северный административный округ,район Коптево,"бульвар Матроса Железняка, дом 22, строение 1",3a1eab87-3ea1-4fff-ba5c-d872d30fe5eb,sever@mossport.ru,sever.mossport.ru,(499) 154-55-20,37.529205009,55.832799071
